timestamp,temperature,usage
1644248107,30.0,1.5
1644248407,29.0,1.2
1644248707,29.0,1
1644249008,28.0,0.9
1644249307,29.0,1
1644249607,29.0,1
1644249907,29.0,1.2
1644250208,28.0,1.2
1644250507,31.0,1.1
1644250807,29.0,1
1644251107,31.0,0.8
1644251408,30.0,1.3
1644251707,29.0,1.8
1644252007,28.0,1.5
1644252307,30.0,1.2
1644252608,29.0,1.1
1644252907,29.0,0.9
1644253207,29.0,1.1
1644253507,30.0,1
1644253808,29.0,0.9
1644254107,28.0,1.1
1644254407,29.0,1
1644254707,29.0,1.1
1644255008,29.0,1.4
1644255307,30.0,1.1
1644255607,29.0,1.3
1644255907,29.0,1.1
1644256208,29.0,1.1
1644256507,30.0,1.8
1644256807,29.0,1.1
1644257107,30.0,0.9
1644257408,29.0,1.1
1644257707,30.0,1.1
1644258007,30.0,1.4
1644258307,29.0,1.1
1644258608,30.0,1.7
1644258907,29.0,1.2
1644259207,28.0,1.2
1644259507,29.0,0.9
1644259807,28.0,1.1
1644260108,28.0,1.2
1644260407,27.0,1.4
1644260707,29.0,1.1
1644261007,28.0,1
1644261308,28.0,1.2
1644261607,28.0,1
1644261907,29.0,1
1644262207,28.0,1.5
1644262508,29.0,1.2
1644262807,29.0,3
1644263107,29.0,1.1
1644263407,30.0,1.2
1644263708,29.0,1.2
1644264007,29.0,3.4
1644264307,28.0,1
1644264607,29.0,1
1644264908,29.0,1
1644265207,29.0,1.9
1644265507,29.0,1.4
1644265807,29.0,0.9
1644266108,29.0,1
1644266407,28.0,1.2
1644266707,29.0,1.5
1644267007,28.0,0.9
1644267308,29.0,1.4
1644267607,29.0,1.4
1644267907,30.0,1
1644268207,27.0,0.9
1644268508,29.0,1
1644268807,28.0,1.2
1644269107,29.0,0.9
1644269407,29.0,0.9
1644269708,29.0,1.1
1644270007,28.0,1.5
1644270307,29.0,1.3
1644270607,30.0,1.2
1644270907,30.0,1.4
1644271208,30.0,1.1
1644271507,28.0,1.1
1644271807,29.0,1.3
1644272107,28.0,1
1644272408,29.0,1.5
1644272707,30.0,1.6
1644273007,29.0,1.2
1644273307,29.0,1.3
1644273608,30.0,1.2
1644273907,29.0,1.3
1644274207,30.0,0.8
1644274507,31.0,1.2
1644274808,29.0,1.2
1644275107,30.0,1.8
1644275407,30.0,1
1644275707,30.0,1
1644276008,28.0,1
1644276307,28.0,1.2
1644276607,29.0,1.1
1644276907,29.0,1.1
1644277208,29.0,1.2
1644277507,29.0,1.6
1644277807,29.0,1
1644278107,28.0,1
1644278408,28.0,1.1
1644278707,29.0,1
1644279007,30.0,1.4
1644279307,30.0,1.2
1644279608,28.0,1
1644279907,28.0,1.7
1644280207,29.0,1.1
1644280507,29.0,1.2
1644280808,29.0,1.4
1644281107,30.0,1
1644281407,30.0,1.2
1644281707,29.0,1.1
1644282008,28.0,1.1
1644282308,28.0,1.1
1644282607,29.0,1.9
1644282907,27.0,1.3
1644283207,29.0,1.1
1644283508,29.0,1.6
1644283807,29.0,1.1
1644284107,30.0,1.3
1644284407,30.0,1
1644284708,30.0,1
1644285007,29.0,1.9
1644285307,30.0,1.2
1644285607,30.0,0.8
1644285908,29.0,1
1644286207,28.0,0.9
1644286507,29.0,1
1644286807,29.0,1.2
1644287108,29.0,0.7
1644287407,29.0,2
1644287707,29.0,1.2
1644288007,29.0,1.2
1644288308,28.0,1.1
1644288607,29.0,1.2
1644288907,29.0,1.1
1644289207,29.0,1.5
1644289508,28.0,1.4
1644289807,29.0,1.9
1644290107,29.0,1.3
1644290407,29.0,1.2
1644290708,29.0,0.8
1644291007,30.0,1
1644291307,30.0,1.1
1644291607,30.0,1
1644291908,30.0,1
1644292207,30.0,1.1
1644292507,29.0,1.2
1644292807,30.0,1.1
1644293108,30.0,0.9
1644293407,29.0,1.7
1644293707,29.0,1.1
1644294007,30.0,0.8
1644294307,29.0,1.1
1644294608,29.0,1.3
1644294907,29.0,1
1644295207,29.0,1
1644295507,30.0,1
1644295808,30.0,1.1
1644296107,30.0,1.8
1644296407,30.0,1.5
1644296707,29.0,0.9
1644297008,30.0,1.5
1644297307,29.0,1
1644297607,30.0,1.2
1644297907,29.0,1.1
1644298208,28.0,1.4
1644298507,31.0,1.7
1644298807,30.0,1.3
1644299107,30.0,1.2
1644299408,30.0,1.2
1644299707,29.0,1.2
1644300007,30.0,1.1
1644300307,29.0,1.1
1644300608,29.0,1.2
1644300907,30.0,1
1644301207,29.0,1
1644301507,30.0,1.3
1644301808,29.0,1.1
1644302107,30.0,1.2
1644302407,30.0,1.2
1644302707,30.0,1.4
1644303008,30.0,1.4
1644303307,29.0,2.1
1644303607,30.0,1.4
1644303907,29.0,1.2
1644304207,29.0,1.2
1644304508,30.0,1.4
1644304807,29.0,1.1
1644305107,31.0,1
1644305407,30.0,1
1644305708,28.0,1.2
1644306007,31.0,1.7
1644306307,29.0,1.2
1644306607,30.0,0.9
1644306908,29.0,1.2
1644307207,29.0,1.2
1644307507,29.0,1.1
1644307807,29.0,1.3
1644308108,28.0,1.2
1644308407,30.0,2
1644308707,29.0,1
1644309007,30.0,1.3
1644309308,29.0,1.6
1644309607,29.0,1.2
1644309907,29.0,1.2
1644310207,29.0,1.5
1644310508,29.0,1
1644310807,30.0,2
1644311107,28.0,1.2
1644311407,30.0,1.3
1644311708,30.0,1.4
1644312007,29.0,1.4
1644312307,29.0,1.1
1644312607,29.0,1.2
1644312908,30.0,1.4
1644313207,29.0,1.8
1644313507,30.0,1
1644313807,33.0,17.3
1644314107,29.0,1.2
1644314407,29.0,1.4
1644314707,30.0,1.2
1644315007,29.0,1.2
1644315307,30.0,1.1
1644315607,29.0,1.7
1644315907,30.0,1.2
1644316207,30.0,1.2
1644316507,29.0,1.3
1644316808,29.0,1.3
1644317107,29.0,1.4
1644317407,29.0,1.3
1644317707,30.0,1
1644318008,30.0,1.3
1644318307,29.0,1.7
1644318607,30.0,1
1644318907,29.0,1.3
1644319208,29.0,1.1
1644319507,30.0,1.2
1644319807,31.0,1.4
1644320107,30.0,1.1
1644320408,30.0,1
1644320707,29.0,1.5
1644321007,31.0,1.1
1644321307,31.0,1.2
1644321608,30.0,1.3
1644321907,30.0,1
1644322207,29.0,1.1
1644322507,28.0,1.1
1644322808,30.0,1
1644323107,30.0,1.7
1644323407,30.0,1.3
1644323707,29.0,1.2
1644324008,29.0,1.4
1644324307,30.0,1.2
1644324607,29.0,1.1
1644324907,30.0,1.2
1644325208,30.0,1.2
1644325507,31.0,1.9
1644325807,30.0,1.2
1644326107,30.0,1.2
1644326408,30.0,1.1
1644326707,29.0,1.1
1644327007,30.0,1.2
1644327307,30.0,1.3
1644327608,31.0,1.3
1644327907,29.0,1.7
1644328207,31.0,1.2
1644328507,29.0,1.2
1644328807,29.0,1.1
1644329108,29.0,1.4
1644329407,30.0,1.1
1644329707,30.0,1.2
1644330007,30.0,1
1644330308,31.0,1.2
1644330607,30.0,1.2
1644330907,30.0,1.1
1644331207,30.0,1.1
1644331508,29.0,1.2
1644331807,31.0,1.6
1644332107,30.0,1.3
1644332407,29.0,1.1
1644332708,30.0,1
1644333007,30.0,1.3
1644333307,30.0,1.2
1644333607,30.0,1
1644333908,31.0,1.2
1644334207,29.0,1.6
1644334507,31.0,1.2
1644334807,30.0,1.1
1644335108,31.0,1.1
1644335407,29.0,1.3
1644335707,29.0,1.1
1644336007,29.0,1.1
1644336308,31.0,1.1
1644336607,31.0,1.7
1644336907,31.0,1.1
1644337207,31.0,1.1
1644337508,31.0,1.2
1644337807,30.0,1
1644338107,30.0,1.1
1644338407,30.0,1.1
1644338708,29.0,1.2
1644339007,29.0,1.9
1644339307,30.0,1
1644339607,29.0,1.2
1644339908,29.0,1.3
1644340207,29.0,1.1
1644340507,29.0,1.1
1644340807,30.0,1.2
1644341108,30.0,1.3
1644341408,30.0,0.9
1644341707,30.0,1.5
1644342007,29.0,1.1
1644342307,31.0,1.1
1644342608,30.0,1.4
1644342907,29.0,1.2
1644343207,30.0,3.3
1644343507,29.0,1.3
1644343808,30.0,0.9
1644344107,29.0,1.7
1644344407,30.0,1.2
1644344707,29.0,1
1644345008,30.0,1.4
1644345307,28.0,1
1644345607,30.0,1
1644345907,30.0,1.2
1644346208,30.0,0.9
1644346507,29.0,1.5
1644346807,30.0,1.9
1644347107,29.0,1.2
1644347408,29.0,1.4
1644347707,30.0,1.8
1644348007,28.0,1
1644348307,29.0,1.1
1644348608,29.0,1.3
1644348907,29.0,1.6
1644349207,28.0,1.1
1644349507,28.0,1
1644349808,28.0,1.2
1644350107,28.0,1.6
1644350407,30.0,1.3
1644350707,29.0,1.2
1644351008,28.0,1.1
1644351307,28.0,1.1
1644351607,28.0,1.2
1644351907,27.0,1.2
1644352207,28.0,1.1
1644352508,27.0,1.3
1644352807,28.0,1.6
1644353107,28.0,1.1
1644353407,28.0,0.9
1644353708,27.0,1.2
1644354007,29.0,1.2
1644354307,29.0,1.2
1644354607,30.0,1.2
1644354908,29.0,1.1
1644355207,29.0,1.1
1644355507,31.0,1.2
1644355807,28.0,1.2
1644356108,29.0,1.2
1644356407,28.0,2.2
1644356707,28.0,1.1
1644357007,29.0,1
1644357308,29.0,1.2
1644357607,29.0,1.1
1644357907,30.0,1.2
1644358207,29.0,1.3
1644358508,29.0,1
1644358807,28.0,1.8
1644359107,29.0,1
1644359407,30.0,1.3
1644359708,29.0,1.8
1644360007,29.0,1.3
1644360307,28.0,1
1644360607,28.0,1.5
1644360908,30.0,1.2
1644361207,29.0,1.9
1644361507,30.0,1.5
1644361807,30.0,1
1644362108,30.0,1.7
1644362407,30.0,1.1
1644362707,29.0,1
1644363007,29.0,1.4
1644363308,29.0,1.1
1644363607,29.0,1.7
1644363907,31.0,1.1
1644364207,29.0,1.2
1644364508,29.0,1.4
1644364807,30.0,1.2
1644365107,29.0,1.2
1644365407,30.0,1.2
1644365708,30.0,1
1644366007,30.0,1.7
1644366307,30.0,1.2
1644366607,30.0,1.2
1644366907,29.0,1.1
1644367208,29.0,1.2
1644367507,29.0,1.1
1644367807,30.0,1.1
1644368107,29.0,1
1644368408,30.0,1.1
1644368707,30.0,1.7
1644369007,29.0,1.5
1644369307,29.0,0.9
1644369608,29.0,1.1
1644369907,30.0,1
1644370207,29.0,1
1644370507,29.0,1.2
1644370808,30.0,1.2
1644371107,29.0,1.7
1644371407,29.0,1.2
1644371707,31.0,1.2
1644372008,28.0,1
1644372307,30.0,1
1644372607,30.0,1.2
1644372907,28.0,1.1
1644373208,29.0,1.4
1644373507,30.0,1.4
1644373807,29.0,1
1644374107,30.0,1.2
1644374408,30.0,1.2
1644374707,30.0,1.1
1644375007,29.0,1
1644375307,29.0,1
1644375608,28.0,1.1
1644375907,29.0,1.4
1644376207,29.0,1.2
1644376507,30.0,1
1644376808,29.0,0.9
1644377107,30.0,1
1644377407,29.0,1
1644377707,30.0,1.2
1644378007,30.0,0.9
1644378308,30.0,1.2
1644378607,29.0,1.9
1644378907,31.0,1.2
1644379207,30.0,1
1644379508,29.0,1.2
1644379807,30.0,1.3
1644380107,29.0,1.3
1644380407,30.0,1.8
1644380708,29.0,1
1644381007,29.0,1.1
1644381307,30.0,1
1644381607,30.0,1.2
1644381908,28.0,1.2
1644382207,31.0,2.1
1644382507,29.0,1.2
1644382807,30.0,1.2
1644383108,29.0,1
1644383407,29.0,1.3
1644383707,30.0,1.1
1644384007,29.0,1.2
1644384308,29.0,1.2
1644384607,30.0,1.6
1644384907,30.0,0.9
1644385207,29.0,1.2
1644385508,31.0,1.1
1644385807,29.0,1.2
1644386107,29.0,1.4
1644386407,29.0,1.2
1644386708,28.0,1.2
1644387007,29.0,1.7
1644387307,30.0,1.1
1644387607,29.0,1.1
1644387908,30.0,1.2
1644388207,29.0,1.2
1644388507,28.0,1.1
1644388807,28.0,1.1
1644389107,28.0,1.1
1644389408,30.0,0.9
1644389707,29.0,1.7
1644390007,28.0,1.2
1644390307,30.0,1.2
1644390608,29.0,1.4
1644390907,30.0,1
1644391207,29.0,1.1
1644391507,30.0,1.2
1644391808,29.0,1.3
1644392107,30.0,1.7
1644392407,30.0,1.1
1644392707,29.0,1.3
1644393008,30.0,1.1
1644393307,29.0,1.3
1644393607,31.0,1.2
1644393907,29.0,1.5
1644394208,30.0,1.1
1644394507,30.0,1.7
1644394807,30.0,0.9
1644395107,29.0,1.2
1644395408,28.0,1.1
1644395707,28.0,1.3
1644396007,29.0,0.9
1644396307,28.0,1.2
1644396608,29.0,1
1644396907,29.0,2.1
1644397207,30.0,1
1644397507,28.0,1
1644397808,28.0,1.2
1644398107,30.0,1
1644398407,30.0,1
1644398707,29.0,1.2
1644399008,30.0,1
1644399307,32.0,13.4
1644399607,30.0,1.2
1644399907,29.0,1.3
1644400208,28.0,1.5
1644400507,30.0,1.2
1644400807,29.0,1
1644401107,31.0,1.2
1644401407,30.0,1.1
1644401708,30.0,1.2
1644402007,31.0,1.6
1644402307,29.0,1.4
1644402607,30.0,1.2
1644402908,30.0,0.9
1644403207,30.0,1.2
1644403507,29.0,0.9
1644403807,30.0,1.1
1644404108,30.0,1
1644404407,29.0,1.7
1644404707,31.0,1.1
1644405007,29.0,1.5
1644405308,29.0,1.6
1644405607,30.0,1.2
1644405907,30.0,1
1644406207,29.0,1.1
1644406508,29.0,1.2
1644406807,29.0,1.9
1644407107,30.0,1.1
1644407407,30.0,1.3
1644407708,30.0,1.1
1644408007,30.0,1
1644408307,30.0,1.4
1644408607,30.0,1
1644408908,30.0,0.9
1644409207,30.0,1.3
1644409507,31.0,1.4
1644409807,29.0,1.2
1644410108,30.0,1.1
1644410407,29.0,1.8
1644410707,29.0,1.2
1644411007,30.0,1
1644411308,30.0,1.3
1644411607,30.0,1.1
1644411907,30.0,1.2
1644412207,30.0,1.1
1644412507,30.0,1.1
1644412807,30.0,1.2
1644413107,30.0,1.3
1644413407,31.0,1.2
1644413707,29.0,1.3
1644414008,30.0,1
1644414307,29.0,2
1644414607,30.0,1.2
1644414907,31.0,1.2
1644415208,31.0,1.2
1644415507,30.0,1.2
1644415807,30.0,1.2
1644416107,31.0,1
1644416408,30.0,1.2
1644416707,30.0,1.7
1644417007,29.0,1.5
1644417307,32.0,1.3
1644417608,30.0,1.2
1644417907,29.0,1.3
1644418207,30.0,1.2
1644418507,30.0,1.2
1644418808,30.0,1.2
1644419107,31.0,1.6
1644419407,29.0,1.2
1644419707,30.0,1.1
1644420008,29.0,1.5
1644420307,29.0,1.4
1644420607,30.0,1.2
1644420907,30.0,1.2
1644421208,30.0,1.4
1644421507,30.0,1.9
1644421807,30.0,1.2
1644422107,30.0,1.2
1644422408,31.0,1.4
1644422707,31.0,1.4
1644423007,29.0,1.2
1644423307,30.0,1.2
1644423608,29.0,1.3
1644423907,29.0,1.9
1644424207,29.0,1.6
1644424507,30.0,1.3
1644424808,29.0,1.3
1644425107,28.0,1.4
1644425407,29.0,1.4
1644425707,30.0,1.5
1644426007,29.0,1.2
1644426308,31.0,1
1644426607,30.0,1.4
1644426907,29.0,1.5
1644427207,31.0,1.3
1644427508,30.0,1.2
1644427807,30.0,2.2
1644428107,29.0,1.2
1644428407,30.0,1.3
1644428708,30.0,1.2
1644429007,29.0,1.3
1644429307,29.0,1.1
1644429607,29.0,1.2
1644429908,30.0,1.4
1644430207,29.0,1.8
1644430507,30.0,1.2
1644430807,28.0,1.2
1644431108,29.0,1.1
1644431407,28.0,1.2
1644431707,29.0,1.3
1644432007,29.0,1.3
1644432308,29.0,1.5
1644432607,29.0,1.8
1644432907,29.0,1.2
1644433207,30.0,1.3
1644433508,29.0,1
1644433807,27.0,1.3
1644434107,29.0,1.2
1644434407,27.0,1.3
1644434708,29.0,1.1
1644435007,28.0,1.7
1644435307,29.0,1.2
1644435607,29.0,1.2
1644435908,30.0,1
1644436207,29.0,1.3
1644436507,28.0,1.4
1644436807,29.0,1.2
1644437107,30.0,1.2
1644437408,30.0,1
1644437707,29.0,1.6
1644438007,28.0,1
1644438307,28.0,1.4
1644438608,28.0,1.3
1644438907,28.0,1.7
1644439207,29.0,1.2
1644439507,29.0,1.1
1644439808,28.0,1.2
1644440107,28.0,1.6
1644440407,28.0,1.1
1644440707,29.0,0.9
1644441008,28.0,1.5
1644441307,28.0,1.3
1644441607,28.0,1.3
1644441907,29.0,1.2
1644442208,28.0,1.3
1644442507,29.0,1.3
1644442807,29.0,1.1
1644443107,29.0,1.3
1644443408,29.0,1.5
1644443707,29.0,1.5
1644444007,28.0,1.5
1644444307,27.0,1.3
1644444608,28.0,1.1
1644444907,28.0,1.2
1644445207,28.0,0.9
1644445507,29.0,1.2
1644445808,29.0,1.6
1644446107,29.0,2.2
1644446407,27.0,1.2
1644446707,29.0,1.4
1644447008,28.0,1.2
1644447307,29.0,1.2
1644447607,28.0,1.5
1644447907,28.0,1.3
1644448208,29.0,1.4
1644448507,29.0,1.7
1644448807,28.0,1.1
1644449107,28.0,1
1644449408,29.0,1.6
1644449707,28.0,1.2
1644450007,28.0,1.2
1644450307,29.0,1.1
1644450607,28.0,1.4
1644450908,29.0,1.1
1644451207,29.0,1.7
1644451507,28.0,1
1644451807,29.0,1.1
1644452108,29.0,1.3
1644452407,28.0,1.2
1644452707,28.0,1.1
1644453007,29.0,1.2
1644453308,29.0,1.2
1644453607,29.0,1.7
1644453907,29.0,1.2
1644454207,29.0,1.7
1644454508,30.0,1.4
1644454807,28.0,1.2
1644455107,30.0,1.2
1644455407,29.0,1
1644455708,30.0,1.3
1644456007,29.0,1.8
1644456307,29.0,1
1644456607,28.0,1.1
1644456908,29.0,1.2
1644457207,27.0,1.4
1644457507,29.0,1.3
1644457807,28.0,1.2
1644458108,30.0,1.2
1644458407,28.0,1.8
1644458707,29.0,1.2
1644459007,28.0,1.2
1644459308,29.0,1.2
1644459607,29.0,1.2
1644459907,29.0,1.2
1644460207,29.0,1.1
1644460508,30.0,1.3
1644460807,28.0,1.7
1644461107,30.0,1.2
1644461407,28.0,1
1644461708,30.0,1.1
1644462007,29.0,1
1644462307,28.0,1.5
1644462607,29.0,1.1
1644462908,29.0,1.1
1644463207,30.0,1.7
1644463507,28.0,1.4
1644463807,29.0,1.2
1644464107,29.0,1
1644464408,29.0,1.2
1644464707,29.0,1.1
1644465007,28.0,1.2
1644465307,30.0,1.5
1644465608,28.0,1.3
1644465907,29.0,1.8
1644466207,29.0,1
1644466507,30.0,1.2
1644466808,29.0,1.2
1644467107,28.0,1.3
1644467407,29.0,1.2
1644467707,29.0,1.3
1644468008,29.0,1
1644468307,28.0,1.6
1644468607,29.0,1
1644468907,30.0,1.2
1644469208,29.0,1
1644469507,29.0,1.4
1644469807,30.0,1.4
1644470107,28.0,1.2
1644470408,30.0,1.6
1644470707,28.0,1.9
1644471007,29.0,1.4
1644471307,30.0,1.3
1644471608,29.0,1.2
1644471907,29.0,1.4
1644472207,28.0,1.3
1644472507,28.0,1.1
1644472808,28.0,1
1644473107,28.0,1.6
1644473407,29.0,1.2
1644473707,29.0,1.1
1644474008,29.0,1.1
1644474307,29.0,1.2
1644474607,29.0,1
1644474907,29.0,1.9
1644475207,30.0,1
1644475508,30.0,1.1
1644475807,29.0,2.1
1644476107,30.0,1.2
1644476407,30.0,1.2
1644476708,32.0,1
1644477007,30.0,1.2
1644477307,29.0,1
1644477607,29.0,1.2
1644477908,30.0,0.9
1644478207,30.0,1.5
1644478507,29.0,0.9
1644478807,28.0,1.2
1644479108,30.0,1
1644479407,28.0,1.1
1644479707,29.0,1.3
1644480007,29.0,1.1
1644480308,30.0,1
1644480607,28.0,1.6
1644480907,30.0,1.1
1644481207,29.0,1.3
1644481508,30.0,0.9
1644481807,28.0,1.4
1644482107,30.0,1.2
1644482407,29.0,0.9
1644482708,31.0,1.2
1644483007,30.0,1.8
1644483307,30.0,1.2
1644483607,30.0,1
1644483908,30.0,0.9
1644484207,29.0,1.3
1644484507,30.0,1
1644484807,30.0,1.1
1644485108,30.0,1.1
1644485407,31.0,1.5
1644485707,30.0,1
1644486007,30.0,1.1
1644486308,30.0,1.3
1644486607,28.0,1.2
1644486907,29.0,1.3
1644487207,30.0,1.1
1644487507,30.0,1.3
1644487808,30.0,1.1
1644488107,30.0,1.8
1644488407,30.0,1.1
1644488707,30.0,0.8
1644489008,30.0,1.2
1644489307,29.0,1.6
1644489607,30.0,1.3
1644489907,30.0,0.9
1644490208,30.0,1
1644490507,29.0,1.7
1644490807,29.0,1.2
1644491107,30.0,1.1
1644491408,29.0,1
1644491707,30.0,1.1
1644492007,28.0,1.2
1644492307,29.0,1.1
1644492608,30.0,1.5
1644492907,29.0,1.7
1644493207,31.0,1.1
1644493507,29.0,1
1644493808,30.0,1.2
1644494107,29.0,1.2
1644494407,30.0,1.6
1644494707,31.0,1.2
1644495008,30.0,1
1644495307,31.0,2
1644495607,29.0,1
1644495907,29.0,1
1644496208,30.0,1.1
1644496507,29.0,1.4
1644496807,29.0,1.1
1644497107,30.0,1
1644497408,29.0,1.1
1644497707,30.0,1.5
1644498007,29.0,1.2
1644498307,29.0,1.1
1644498607,30.0,1.3
1644498908,30.0,1.2
1644499207,29.0,1.1
1644499507,29.0,1
1644499807,29.0,1
1644500108,30.0,1.1
1644500407,29.0,2.2
1644500707,29.0,1.3
1644501007,30.0,1.2
1644501308,30.0,1
1644501607,31.0,1.2
1644501907,31.0,1.2
1644502207,30.0,0.8
1644502508,29.0,1.1
1644502807,29.0,1.7
1644503107,30.0,1.1
1644503407,30.0,1.3
1644503708,30.0,1.5
1644504007,30.0,1.1
1644504307,30.0,1.1
1644504607,30.0,1.2
1644504908,29.0,1
1644505207,29.0,2.2
1644505507,29.0,1.4
1644505807,30.0,1.1
1644506108,29.0,1.1
1644506407,30.0,1.4
1644506707,28.0,1.2
1644507007,30.0,1
1644507308,30.0,1.2
1644507607,30.0,1.5
1644507907,29.0,0.8
1644508207,30.0,1.1
1644508508,30.0,1.2
1644508807,31.0,1.3
1644509107,30.0,1.5
1644509407,29.0,1
1644509707,29.0,1.1
1644510008,29.0,1.3
1644510307,28.0,2.1
1644510607,29.0,1.2
1644510907,29.0,1
1644511208,29.0,0.8
1644511507,28.0,1
1644511807,30.0,1.1
1644512107,30.0,1.1
1644512408,28.0,1.2
1644512707,29.0,1.8
1644513007,28.0,1.2
1644513307,30.0,1.1
1644513608,29.0,1.1
1644513907,30.0,1.2
1644514207,31.0,1.3
1644514507,29.0,1.2
1644514808,29.0,1
1644515107,30.0,1.7
1644515407,29.0,1.2
1644515707,30.0,1.1
1644516008,29.0,1.1
1644516307,29.0,1.2
1644516607,29.0,0.9
1644516907,30.0,1
1644517208,30.0,0.8
1644517507,29.0,1.4
1644517807,29.0,1.2
1644518107,31.0,1.2
1644518408,29.0,1.2
1644518707,29.0,1.4
1644519007,29.0,1.1
1644519307,29.0,1.1
1644519607,31.0,1.1
1644519908,30.0,1.2
1644520207,30.0,1.8
1644520507,29.0,1.2
1644520807,28.0,1.1
1644521108,30.0,1.3
1644521407,28.0,1.5
1644521707,29.0,1.2
1644522007,29.0,1
1644522308,30.0,1.2
1644522607,28.0,1.6
1644522907,29.0,1.4
1644523207,27.0,1.3
1644523508,30.0,1
1644523807,28.0,1.2
1644524107,29.0,1.1
1644524407,28.0,1
1644524708,29.0,1.2
1644525007,29.0,1.5
1644525307,29.0,1.4
1644525607,30.0,1
1644525908,30.0,1
1644526207,29.0,1.1
1644526507,30.0,1.2
1644526807,30.0,1.1
1644527108,29.0,1
1644527407,30.0,1.7
1644527707,30.0,1.2
1644528007,28.0,1
1644528308,30.0,1
1644528607,28.0,1.1
1644528907,30.0,1.1
1644529207,28.0,1.3
1644529508,28.0,1
1644529807,30.0,1.9
1644530107,29.0,1
1644530407,30.0,1.1
1644530707,29.0,1
1644531008,31.0,1
1644531307,30.0,1
1644531607,29.0,0.9
1644531907,29.0,1.3
1644532208,29.0,1
1644532507,30.0,1.4
1644532807,30.0,1.3
1644533107,28.0,1.2
1644533408,30.0,1.2
1644533707,30.0,1.6
1644534007,29.0,1.2
1644534307,29.0,1
1644534608,29.0,1.3
1644534907,30.0,1.2
1644535207,29.0,0.9
1644535507,34.0,1.5
1644535808,29.0,1
1644536107,29.0,1.9
1644536407,28.0,1.2
1644536707,29.0,1
1644537008,29.0,1
1644537307,28.0,1.6
1644537607,30.0,1.3
1644537907,30.0,1
1644538208,31.0,1.1
1644538507,29.0,1.8
1644538807,29.0,1
1644539107,28.0,1
1644539408,29.0,1
1644539707,29.0,1.3
1644540007,29.0,0.7
1644540307,30.0,1
1644540607,30.0,1.5
1644540908,30.0,0.8
1644541207,29.0,2.2
1644541507,30.0,1.2
1644541807,29.0,1
1644542108,29.0,1.3
1644542407,28.0,1.2
1644542707,29.0,1.1
1644543007,29.0,1.6
1644543308,29.0,1.2
1644543607,30.0,1.7
1644543907,28.0,0.9
1644544207,30.0,1.1
1644544508,30.0,0.9
1644544807,29.0,1
1644545107,29.0,1
1644545407,30.0,1
1644545708,29.0,1
1644546007,30.0,1.5
1644546307,29.0,1.2
1644546607,29.0,1.3
1644546908,29.0,0.8
1644547207,29.0,1
1644547507,29.0,1.2
1644547807,30.0,0.9
1644548108,30.0,1.2
1644548407,29.0,2.1
1644548707,29.0,0.9
1644549007,30.0,1.2
1644549308,29.0,1.1
1644549607,29.0,1
1644549907,29.0,0.9
1644550207,28.0,1.3
1644550508,30.0,1
1644550807,30.0,1.5
1644551107,30.0,0.9
1644551407,28.0,1
1644551707,30.0,1
1644552008,30.0,0.8
1644552307,30.0,0.9
1644552607,29.0,1.1
1644552907,28.0,1
1644553208,31.0,1
1644553507,29.0,2
1644553807,30.0,1.4
1644554107,28.0,1
1644554408,30.0,1
1644554707,29.0,0.7
1644555007,30.0,1.1
1644555307,29.0,1
