timestamp;temperature;humidity
1644114818;20,5;63
1644114878;20,5;63
1644114939;20,5;63
1644115002;20,5;63
1644115003;20,4;69
1644115064;20,4;69
1644115126;20,4;69
1644115189;20,4;69
1644115251;20,4;69
1644115278;20,5;63
1644115312;20,5;63
1644115374;20,5;63
1644115437;20,5;63
1644115459;20,5;69
1644115499;20,5;69
1644115561;20,5;69
1644115623;20,5;69
1644115686;20,5;69
1644115748;20,5;69
1644115810;20,5;69
1644115872;20,5;69
1644115934;20,5;69
1644115996;20,5;69
1644116057;20,5;69
1644116119;20,5;69
1644116181;20,5;69
1644116243;20,5;69
1644116305;20,5;69
1644116367;20,5;69
1644116430;20,5;69
1644116491;20,5;69
1644116553;20,5;69
1644116615;20,5;69
1644116677;20,5;69
1644116738;20,5;69
1644116801;20,5;69
1644116863;20,5;69
1644116924;20,5;69
1644116986;20,5;69
1644117048;20,5;69
1644117110;20,5;69
1644117172;20,5;69
1644117235;20,5;69
1644117298;20,5;69
1644117360;20,5;69
1644117422;20,5;69
1644117485;20,5;69
1644117547;20,5;69
1644117609;20,5;69
1644117671;20,5;69
1644117732;20,5;69
1644117794;20,5;69
1644117855;20,5;69
1644117917;20,5;69
1644117978;20,5;69
1644118040;20,5;69
1644118102;20,5;69
1644118164;20,5;69
1644118226;20,5;69
1644118288;20,5;69
1644118350;20,5;69
1644118412;20,5;69
1644118474;20,5;69
1644118536;20,5;69
1644118597;20,5;69
1644118660;20,5;69
1644118721;20,5;69
1644118783;20,5;69
1644118846;20,5;69
1644118907;20,5;69
1644118970;20,5;69
1644119032;20,5;69
1644119094;20,5;69
1644119156;20,5;69
1644119218;20,5;69
1644119279;20,5;69
1644119342;20,5;69
1644119404;20,5;69
1644119466;20,5;69
1644119527;20,5;69
1644119589;20,5;69
1644119652;20,5;69
1644119714;20,5;69
1644119775;20,5;69
1644119837;20,5;69
1644119899;20,5;69
1644119961;20,5;69
1644120024;20,5;69
1644120086;20,5;69
1644120148;20,5;69
1644120210;20,5;69
1644120272;20,5;69
1644120334;20,5;69
1644120396;20,5;69
1644120458;20,5;69
1644120520;20,5;69
1644120528;20,5;72
1644120582;20,5;72
1644120644;20,5;72
1644120705;20,5;72
1644120758;20,5;66
1644120768;20,5;66
1644120831;20,5;66
1644120894;20,5;66
1644120956;20,5;66
1644121018;20,5;72
1644121082;20,5;72
1644121144;20,5;72
1644121206;20,5;72
1644121218;20,5;66
1644121238;20,5;65
1644121268;20,5;65
1644121329;20,5;65
1644121392;20,5;65
1644121454;20,5;65
1644121464;20,4;71
1644121516;20,4;71
1644121577;20,4;71
1644121639;20,4;71
1644121701;20,4;71
1644121764;20,4;65
1644121765;20,4;71
1644121826;20,4;65
1644121888;20,4;65
1644121950;20,4;65
1644121974;20,4;71
1644122012;20,4;71
1644122075;20,4;71
1644122137;20,4;71
1644122199;20,4;71
1644122261;20,4;71
1644122323;20,4;71
1644122339;20,5;65
1644122385;20,5;65
1644122447;20,5;65
1644122508;20,5;65
1644122509;20,4;71
1644122571;20,4;71
1644122634;20,4;71
1644122696;20,4;71
1644122758;20,4;71
1644122820;20,4;71
1644122870;20,4;65
1644122882;20,4;65
1644122945;20,4;65
1644123006;20,4;65
1644123040;20,4;71
1644123068;20,4;71
1644123130;20,4;71
1644123192;20,4;71
1644123253;20,4;71
1644123315;20,4;71
1644123377;20,4;71
1644123385;20,4;65
1644123438;20,4;65
1644123501;20,4;65
1644123560;20,4;71
1644123562;20,4;71
1644123624;20,4;71
1644123687;20,4;71
1644123749;20,4;71
1644123811;20,4;71
1644123873;20,4;71
1644123934;20,4;71
1644123936;20,4;65
1644123996;20,4;65
1644124058;20,4;65
1644124096;20,4;71
1644124120;20,4;71
1644124182;20,4;71
1644124244;20,4;71
1644124306;20,4;71
1644124368;20,4;71
1644124431;20,4;71
1644124493;20,4;71
1644124556;20,4;71
1644124617;20,4;71
1644124679;20,4;71
1644124742;20,4;71
1644124803;20,4;71
1644124865;20,4;71
1644124927;20,4;71
1644124989;20,4;71
1644124991;20,4;65
1644125050;20,4;65
1644125112;20,4;65
1644125162;20,3;71
1644125175;20,3;71
1644125237;20,3;71
1644125300;20,3;71
1644125363;20,3;71
1644125426;20,3;71
1644125488;20,3;71
1644125550;20,3;71
1644125612;20,3;71
1644125674;20,3;71
1644125736;20,3;71
1644125798;20,3;71
1644125860;20,3;71
1644125922;20,3;71
1644125983;20,3;71
1644126047;20,3;71
1644126109;20,3;71
1644126171;20,3;71
1644126234;20,3;71
1644126296;20,3;71
1644126357;20,3;71
1644126419;20,3;71
1644126481;20,3;71
1644126543;20,3;71
1644126604;20,3;71
1644126666;20,3;71
1644126729;20,3;71
1644126790;20,3;71
1644126852;20,3;71
1644126913;20,3;71
1644126975;20,3;71
1644127037;20,3;71
1644127100;20,3;71
1644127162;20,3;71
1644127220;20,3;71
1644127282;20,3;71
1644127343;20,3;71
1644127406;20,3;71
1644127468;20,3;71
1644127530;20,3;71
1644127592;20,3;71
1644127654;20,3;71
1644127715;20,3;71
1644127777;20,3;71
1644127839;20,3;71
1644127900;20,3;71
1644127962;20,3;71
1644128024;20,3;71
1644128088;20,3;71
1644128151;20,3;71
1644128213;20,3;71
1644128275;20,3;71
1644128337;20,3;71
1644128399;20,3;71
1644128462;20,3;71
1644128523;20,3;71
1644128585;20,3;71
1644128648;20,3;71
1644128709;20,3;71
1644128750;20,5;75
1644128771;20,5;75
1644128833;20,5;75
1644128890;20,5;69
1644128895;20,5;69
1644128957;20,5;69
1644129019;20,5;69
1644129081;20,5;69
1644129143;20,5;69
1644129205;20,5;69
1644129267;20,5;69
1644129310;20,4;75
1644129329;20,4;75
1644129391;20,4;75
1644129440;20,5;69
1644129453;20,5;69
1644129515;20,5;69
1644129577;20,5;69
1644129639;20,5;69
1644129701;20,5;69
1644129762;20,5;69
1644129824;20,5;69
1644129865;20,4;75
1644129885;20,4;75
1644129947;20,4;75
1644130010;20,4;75
1644130036;20,4;69
1644130072;20,4;69
1644130134;20,4;69
1644130196;20,4;69
1644130258;20,4;69
1644130319;20,4;69
1644130380;20,4;69
1644130442;20,4;69
1644130446;20,4;75
1644130504;20,4;75
1644130566;20,4;75
1644130606;20,4;69
1644130627;20,4;69
1644130690;20,4;69
1644130752;20,4;69
1644130813;20,4;69
1644130875;20,4;69
1644130937;20,4;69
1644130999;20,4;69
1644131016;20,4;75
1644131060;20,4;75
1644131123;20,4;75
1644131184;20,4;75
1644131212;20,4;69
1644131247;20,4;69
1644131308;20,4;69
1644131370;20,4;69
1644131432;20,4;69
1644131494;20,4;69
1644131555;20,4;69
1644131607;20,4;75
1644131617;20,4;75
1644131679;20,4;75
1644131742;20,4;75
1644131804;20,4;75
1644131837;20,4;69
1644131866;20,4;69
1644131927;20,4;69
1644131989;20,4;69
1644132052;20,4;69
1644132113;20,4;69
1644132175;20,4;69
1644132207;20,4;75
1644132237;20,4;75
1644132299;20,4;75
1644132361;20,4;75
1644132422;20,4;75
1644132458;20,5;69
1644132484;20,5;69
1644132546;20,5;69
1644132609;20,5;69
1644132671;20,5;69
1644132678;20,3;72
1644132734;20,3;72
1644132797;20,3;72
1644132858;20,3;72
1644132920;20,3;72
1644132982;20,3;72
1644133044;20,3;72
1644133106;20,3;72
1644133167;20,3;72
1644133229;20,3;72
1644133292;20,3;72
1644133353;20,3;72
1644133415;20,3;72
1644133478;20,3;72
1644133540;20,3;72
1644133602;20,3;72
1644133664;20,3;72
1644133726;20,3;72
1644133788;20,3;72
1644133850;20,3;72
1644133912;20,3;72
1644133974;20,3;72
1644134035;20,3;72
1644134097;20,3;72
1644134159;20,3;72
1644134221;20,3;72
1644134282;20,3;72
1644134345;20,3;72
1644134408;20,3;72
1644134471;20,3;72
1644134534;20,3;72
1644134596;20,3;72
1644134658;20,3;72
1644134720;20,3;72
1644134782;20,3;72
1644134844;20,3;72
1644134906;20,3;72
1644134967;20,3;72
1644135029;20,3;72
1644135091;20,3;72
1644135152;20,3;72
1644135214;20,3;72
1644135277;20,3;72
1644135340;20,3;72
1644135402;20,3;72
1644135464;20,3;72
1644135526;20,3;72
1644135588;20,3;72
1644135649;20,3;72
1644135711;20,3;72
1644135774;20,3;72
1644135835;20,3;72
1644135897;20,3;72
1644135958;20,3;72
1644136020;20,3;72
1644136082;20,3;72
1644136143;20,3;72
1644136206;20,3;72
1644136269;20,3;72
1644136331;20,3;72
1644136392;20,3;72
1644136454;20,3;72
1644136516;20,3;72
1644136578;20,3;72
1644136640;20,3;72
1644136701;20,3;72
1644136763;20,3;72
1644136825;20,3;72
1644136887;20,3;72
1644136950;20,3;72
1644137012;20,3;72
1644137074;20,3;72
1644137136;20,3;72
1644137199;20,3;72
1644137260;20,3;72
1644137322;20,3;72
1644137384;20,3;72
1644137446;20,3;72
1644137508;20,3;72
1644137570;20,3;72
1644137632;20,3;72
1644137694;20,3;72
1644137757;20,3;72
1644137819;20,3;72
1644137881;20,3;72
1644137943;20,3;72
1644138009;20,3;72
1644138071;20,3;72
1644138133;20,3;72
1644138195;20,3;72
1644138257;20,3;72
1644138319;20,3;72
1644138381;20,3;72
1644138442;20,3;72
1644138504;20,3;72
1644138566;20,3;72
1644138627;20,3;72
1644138689;20,3;72
1644138751;20,3;72
1644138812;20,3;72
1644138875;20,3;72
1644138937;20,3;72
1644138999;20,3;72
1644139062;20,3;72
1644139123;20,3;72
1644139185;20,3;72
1644139247;20,3;72
1644139308;20,3;72
1644139370;20,3;72
1644139432;20,3;72
1644139494;20,3;72
1644139556;20,3;72
1644139618;20,3;72
1644139680;20,3;72
1644139742;20,3;72
1644139804;20,3;72
1644139865;20,3;72
1644139928;20,3;72
1644139989;20,3;72
1644140051;20,3;72
1644140113;20,3;72
1644140174;20,3;72
1644140236;20,3;72
1644140298;20,3;72
1644140360;20,3;72
1644140422;20,3;72
1644140484;20,3;72
1644140545;20,3;72
1644140608;20,3;72
1644140669;20,3;72
1644140731;20,3;72
1644140793;20,3;72
1644140855;20,3;72
1644140917;20,3;72
1644140979;20,3;72
1644141041;20,3;72
1644141102;20,3;72
1644141165;20,3;72
1644141180;20,4;71
1644141226;20,4;71
1644141288;20,4;71
1644141349;20,4;71
1644141412;20,4;71
1644141474;20,4;71
1644141495;20,3;75
1644141538;20,3;75
1644141600;20,3;75
1644141663;20,3;75
1644141724;20,3;75
1644141787;20,3;75
1644141845;20,3;69
1644141848;20,3;69
1644141911;20,3;69
1644141973;20,3;69
1644142035;20,3;69
1644142097;20,3;69
1644142106;20,3;75
1644142159;20,3;75
1644142221;20,3;75
1644142283;20,3;75
1644142344;20,3;75
1644142407;20,3;75
1644142466;20,4;69
1644142470;20,4;69
1644142532;20,4;69
1644142593;20,4;69
1644142655;20,4;69
1644142717;20,4;69
1644142726;20,3;75
1644142779;20,3;75
1644142841;20,3;75
1644142903;20,3;75
1644142965;20,3;75
1644143027;20,3;75
1644143089;20,3;75
1644143116;20,4;69
1644143151;20,4;69
1644143212;20,4;69
1644143274;20,4;69
1644143337;20,4;69
1644143367;20,3;75
1644143399;20,3;75
1644143460;20,3;75
1644143522;20,3;75
1644143584;20,3;75
1644143647;20,3;75
1644143709;20,3;75
1644143757;20,3;69
1644143770;20,3;69
1644143832;20,3;69
1644143894;20,3;69
1644143956;20,3;69
1644143997;20,3;75
1644144018;20,3;75
1644144080;20,3;75
1644144142;20,3;75
1644144204;20,3;75
1644144266;20,3;75
1644144328;20,3;75
1644144387;20,4;69
1644144390;20,4;69
1644144452;20,4;69
1644144514;20,4;69
1644144576;20,4;69
1644144618;20,3;75
1644144638;20,3;75
1644144700;20,3;75
1644144762;20,3;75
1644144824;20,3;75
1644144886;20,3;75
1644144948;20,3;75
1644144983;20,3;69
1644145009;20,3;69
1644145072;20,3;69
1644145135;20,3;69
1644145197;20,3;69
1644145223;20,3;75
1644145259;20,3;75
1644145321;20,3;75
1644145383;20,3;75
1644145445;20,3;75
1644145507;20,3;75
1644145569;20,3;75
1644145608;20,4;69
1644145632;20,4;69
1644145695;20,4;69
1644145757;20,4;69
1644145818;20,4;69
1644145844;20,3;75
1644145880;20,3;75
1644145942;20,3;75
1644146004;20,3;75
1644146066;20,3;75
1644146128;20,3;75
1644146189;20,3;75
1644146214;20,4;69
1644146252;20,4;69
1644146314;20,4;69
1644146376;20,4;69
1644146438;20,4;69
1644146449;20,3;75
1644146499;20,3;75
1644146561;20,3;75
1644146623;20,3;75
1644146685;20,3;75
1644146747;20,3;75
1644146784;20,4;69
1644146809;20,4;69
1644146871;20,4;69
1644146934;20,4;69
1644146997;20,4;69
1644147025;20,3;75
1644147059;20,3;75
1644147121;20,3;75
1644147183;20,3;75
1644147245;20,3;75
1644147307;20,3;75
1644147325;20,4;69
1644147368;20,4;69
1644147429;20,4;69
1644147491;20,4;69
1644147553;20,4;69
1644147595;20,3;75
1644147614;20,3;75
1644147676;20,3;75
1644147739;20,3;75
1644147801;20,3;75
1644147863;20,3;75
1644147926;20,3;75
1644147970;20,4;69
1644147988;20,4;69
1644148050;20,4;69
1644148112;20,4;69
1644148173;20,4;69
1644148201;20,4;75
1644148235;20,4;75
1644148297;20,4;75
1644148358;20,4;75
1644148421;20,4;75
1644148482;20,4;75
1644148486;20,4;69
1644148544;20,4;69
1644148605;20,4;69
1644148667;20,4;69
1644148729;20,4;69
1644148756;20,4;75
1644148791;20,4;75
1644148853;20,4;75
1644148914;20,4;75
1644148976;20,4;75
1644149006;20,4;69
1644149038;20,4;69
1644149100;20,4;69
1644149162;20,4;69
1644149223;20,4;69
1644149285;20,4;69
1644149297;20,3;75
1644149347;20,3;75
1644149408;20,3;75
1644149470;20,3;75
1644149532;20,3;75
1644149594;20,3;75
1644149627;20,4;69
1644149656;20,4;69
1644149719;20,4;69
1644149780;20,4;69
1644149842;20,4;69
1644149904;20,4;75
1644149965;20,4;75
1644150027;20,4;75
1644150090;20,4;75
1644150151;20,4;75
1644150182;20,4;69
1644150213;20,4;69
1644150272;20,3;70
1644150274;20,3;70
1644150336;20,3;70
1644150399;20,3;70
1644150465;20,3;70
1644150518;20,5;76
1644150527;20,5;76
1644150589;20,5;76
1644150651;20,5;76
1644150713;20,5;76
1644150748;20,5;70
1644150775;20,5;70
1644150837;20,5;70
1644150899;20,5;70
1644150961;20,5;70
1644151023;20,5;70
1644151084;20,5;70
1644151133;20,5;76
1644151146;20,5;76
1644151208;20,5;76
1644151270;20,5;76
1644151303;20,5;70
1644151332;20,5;70
1644151396;20,5;70
1644151458;20,5;70
1644151520;20,5;70
1644151582;20,5;70
1644151644;20,5;70
1644151689;20,5;76
1644151706;20,5;76
1644151769;20,5;76
1644151831;20,5;76
1644151874;20,5;70
1644151894;20,5;70
1644151956;20,5;70
1644152018;20,5;70
1644152079;20,5;70
1644152141;20,5;70
1644152203;20,5;70
1644152265;20,5;70
1644152327;20,5;70
1644152390;20,5;70
1644152451;20,5;70
1644152513;20,5;70
1644152576;20,5;70
1644152637;20,5;70
1644152699;20,5;70
1644152760;20,5;70
1644152819;20,5;76
1644152822;20,5;76
1644152883;20,5;76
1644152945;20,5;76
1644152970;20,5;70
1644153006;20,5;70
1644153068;20,5;70
1644153130;20,5;70
1644153193;20,5;70
1644153255;20,5;70
1644153317;20,5;70
1644153379;20,5;70
1644153442;20,5;70
1644153450;20,5;76
1644153504;20,5;76
1644153566;20,5;76
1644153600;20,5;70
1644153628;20,5;70
1644153690;20,5;70
1644153752;20,5;70
1644153813;20,5;70
1644153876;20,5;70
1644153937;20,5;70
1644153999;20,5;70
1644154065;20,5;70
1644154071;20,5;76
1644154127;20,5;76
1644154181;20,5;70
1644154188;20,5;70
1644154250;20,5;70
1644154312;20,5;70
1644154374;20,5;70
1644154436;20,5;70
1644154499;20,5;70
1644154560;20,5;70
1644154622;20,5;70
1644154684;20,5;70
1644154746;20,5;70
1644154808;20,5;70
1644154870;20,5;70
1644154933;20,5;70
1644154995;20,5;70
1644155057;20,5;70
1644155120;20,5;70
1644155182;20,5;70
1644155244;20,5;70
1644155307;20,5;70
1644155369;20,5;70
1644155430;20,5;70
1644155492;20,5;70
1644155555;20,5;70
1644155616;20,5;70
1644155678;20,5;70
1644155740;20,5;70
1644155801;20,5;70
1644155864;20,5;70
1644155926;20,5;70
1644155988;20,5;70
1644156050;20,5;70
1644156112;20,5;70
1644156174;20,5;70
1644156236;20,5;70
1644156298;20,5;70
1644156360;20,5;70
1644156422;20,5;70
1644156484;20,5;70
1644156545;20,5;70
1644156608;20,5;70
1644156670;20,5;70
1644156732;20,5;70
1644156794;20,5;70
1644156856;20,5;70
1644156918;20,5;70
1644156980;20,5;70
1644157042;20,5;70
1644157104;20,5;70
1644157167;20,5;70
1644157228;20,5;70
1644157290;20,5;70
1644157352;20,5;70
1644157413;20,5;70
1644157475;20,5;70
1644157537;20,5;70
1644157598;20,5;70
1644157660;20,5;70
1644157726;20,5;70
1644157788;20,5;70
1644157850;20,5;70
1644157912;20,5;70
1644157973;20,5;70
1644158036;20,5;70
1644158099;20,5;70
1644158160;20,5;70
1644158222;20,5;70
1644158284;20,5;70
1644158345;20,5;70
1644158407;20,5;70
1644158469;20,5;70
1644158531;20,5;70
1644158593;20,5;70
1644158655;20,5;70
1644158717;20,5;70
1644158778;20,5;70
1644158840;20,5;70
1644158902;20,5;70
1644158964;20,5;70
1644159026;20,5;70
1644159070;20,4;64
1644159088;20,4;64
1644159150;20,4;64
1644159212;20,4;64
1644159220;20,4;70
1644159274;20,4;70
1644159335;20,4;70
1644159397;20,4;70
1644159459;20,4;70
1644159521;20,4;70
1644159583;20,4;70
1644159646;20,4;70
1644159708;20,4;70
1644159769;20,4;70
1644159832;20,4;70
1644159895;20,4;70
1644159956;20,4;70
1644160018;20,4;70
1644160080;20,4;70
1644160142;20,4;70
1644160203;20,4;70
1644160266;20,4;70
1644160328;20,4;70
1644160389;20,4;70
1644160452;20,4;70
1644160514;20,4;70
1644160576;20,4;70
1644160638;20,4;70
1644160656;20,5;64
1644160700;20,5;64
1644160762;20,5;64
1644160824;20,5;64
1644160866;20,5;70
1644160886;20,5;70
1644160948;20,5;70
1644161010;20,5;70
1644161072;20,5;70
1644161134;20,5;70
1644161195;20,5;70
1644161201;20,5;64
1644161257;20,5;64
1644161271;20,5;63
1644161319;20,5;63
1644161381;20,5;63
1644161402;20,5;69
1644161443;20,5;69
1644161505;20,5;69
1644161567;20,5;69
1644161628;20,5;69
1644161690;20,5;69
1644161722;20,5;63
1644161752;20,5;63
1644161814;20,5;63
1644161876;20,5;63
1644161917;20,5;69
1644161939;20,5;69
1644162002;20,5;69
1644162022;20,6;70
1644162064;20,6;70
1644162126;20,6;70
1644162189;20,6;70
1644162202;20,5;64
1644162251;20,5;64
1644162313;20,5;64
1644162375;20,5;64
1644162438;20,5;64
1644162500;20,5;64
1644162512;20,5;70
1644162561;20,5;70
1644162623;20,5;70
1644162685;20,5;70
1644162748;20,5;64
1644162809;20,5;64
1644162871;20,5;64
1644162933;20,5;64
1644162995;20,5;64
1644163057;20,5;64
1644163088;20,5;70
1644163119;20,5;70
1644163181;20,5;70
1644163243;20,5;70
1644163283;20,6;64
1644163305;20,6;64
1644163366;20,6;64
1644163428;20,6;64
1644163489;20,6;64
1644163551;20,6;64
1644163553;20,6;70
1644163612;20,6;70
1644163674;20,6;70
1644163737;20,6;70
1644163774;20,6;64
1644163799;20,6;64
1644163860;20,6;64
1644163923;20,6;64
1644163985;20,6;64
1644164047;20,6;64
1644164109;20,6;64
1644164119;20,6;70
1644164170;20,6;70
1644164234;20,6;70
1644164284;20,6;64
1644164298;20,6;64
1644164360;20,6;64
1644164422;20,6;64
1644164484;20,6;64
1644164546;20,6;64
1644164608;20,6;64
1644164624;20,6;70
1644164670;20,6;70
1644164732;20,6;70
1644164774;20,7;64
1644164794;20,7;64
1644164856;20,7;64
1644164918;20,7;64
1644164979;20,7;64
1644165042;20,7;64
1644165103;20,7;64
1644165166;20,7;64
1644165229;20,7;64
1644165291;20,7;64
1644165353;20,7;64
1644165415;20,7;64
1644165477;20,7;64
1644165539;20,7;64
1644165601;20,7;64
1644165663;20,7;64
1644165724;20,7;64
1644165787;20,7;64
1644165849;20,7;64
1644165912;20,7;64
1644165974;20,7;64
1644166036;20,7;64
1644166098;20,7;64
1644166160;20,7;64
1644166222;20,7;64
1644166284;20,7;64
1644166346;20,7;64
1644166408;20,7;64
1644166469;20,7;64
1644166532;20,7;64
1644166593;20,7;64
1644166656;20,7;64
1644166718;20,7;64
1644166780;20,7;64
1644166842;20,7;64
1644166904;20,7;64
1644166967;20,7;64
1644167028;20,7;64
1644167090;20,7;64
1644167153;20,7;64
1644167215;20,7;64
1644167277;20,7;64
1644167339;20,7;64
1644167401;20,7;64
1644167463;20,7;64
1644167525;20,7;64
1644167588;20,7;64
1644167650;20,7;64
1644167712;20,7;64
1644167774;20,7;64
1644167836;20,7;64
1644167899;20,7;64
1644167961;20,7;64
1644168024;20,7;64
1644168085;20,7;64
1644168147;20,7;64
1644168152;20,6;58
1644168209;20,6;58
1644168270;20,6;58
1644168322;20,6;64
1644168332;20,6;64
1644168393;20,6;64
1644168456;20,6;64
1644168518;20,6;64
1644168580;20,6;64
1644168642;20,6;64
1644168658;20,7;58
1644168704;20,7;58
1644168766;20,7;58
1644168803;20,7;64
1644168829;20,7;64
1644168892;20,7;64
1644168954;20,7;64
1644169015;20,7;64
1644169077;20,7;64
1644169139;20,7;64
1644169188;20,7;58
1644169201;20,7;58
1644169263;20,7;58
1644169325;20,7;58
1644169348;20,7;64
1644169388;20,7;64
1644169450;20,7;64
1644169512;20,7;64
1644169574;20,7;64
1644169636;20,7;64
1644169693;20,7;58
1644169700;20,7;58
1644169762;20,7;58
1644169823;20,7;58
1644169843;20,6;57
1644169886;20,6;57
1644169948;20,6;57
1644169974;20,7;63
1644170010;20,7;63
1644170072;20,7;63
1644170133;20,7;63
1644170196;20,7;63
1644170257;20,7;63
1644170319;20,7;63
1644170379;20,8;57
1644170381;20,8;57
1644170444;20,8;57
1644170506;20,8;57
1644170568;20,8;57
1644170631;20,8;57
1644170693;20,8;57
1644170754;20,8;57
1644170774;20,8;63
1644170816;20,8;63
1644170877;20,8;63
1644170939;20,8;63
1644171000;20,8;63
1644171039;20,8;57
1644171063;20,8;57
1644171124;20,8;57
1644171186;20,8;57
1644171235;20,8;63
1644171248;20,8;63
1644171310;20,8;63
1644171372;20,8;63
1644171434;20,8;63
1644171496;20,8;63
1644171540;20,9;57
1644171558;20,9;57
1644171620;20,9;57
1644171682;20,9;57
1644171744;20,9;57
1644171806;20,9;57
1644171867;20,9;57
1644171925;20,8;63
1644171929;20,8;63
1644171991;20,8;63
1644172052;20,8;63
1644172115;20,8;63
1644172145;20,9;57
1644172178;20,9;57
1644172240;20,9;57
1644172302;20,9;57
1644172364;20,9;57
1644172426;20,9;57
1644172431;21,0;63
1644172488;21,0;63
1644172549;21,0;63
1644172611;21,0;63
1644172651;21,0;57
1644172673;21,0;57
1644172735;21,0;57
1644172797;21,0;57
1644172859;21,0;57
1644172921;21,0;57
1644172983;21,0;57
1644173045;21,0;57
1644173106;21,0;57
1644173168;21,0;57
1644173231;21,0;57
1644173293;21,0;57
1644173356;21,0;57
1644173418;21,0;57
1644173480;21,0;57
1644173541;21,0;57
1644173603;21,0;57
1644173665;21,0;57
1644173727;21,0;57
1644173788;21,0;57
1644173850;21,0;57
1644173913;21,0;57
1644173975;21,0;57
1644174039;21,0;57
1644174101;21,0;57
1644174163;21,0;57
1644174225;21,0;57
1644174287;21,0;57
1644174349;21,0;57
1644174410;21,0;57
1644174473;21,0;57
1644174534;21,0;57
1644174596;21,0;57
1644174657;21,0;57
1644174719;21,0;57
1644174781;21,0;57
1644174843;21,0;57
1644174906;21,0;57
1644174968;21,0;57
1644175030;21,0;57
1644175092;21,0;57
1644175154;21,0;57
1644175216;21,0;57
1644175278;21,0;57
1644175339;21,0;57
1644175401;21,0;57
1644175463;21,0;57
1644175525;21,0;57
1644175586;21,0;57
1644175649;21,0;57
1644175711;21,0;57
1644175774;21,0;57
1644175837;21,0;57
1644175899;21,0;57
1644175961;21,0;57
1644176024;21,0;57
1644176086;21,0;57
1644176148;21,0;57
1644176210;21,0;57
1644176272;21,0;57
1644176334;21,0;57
1644176397;21,0;57
1644176459;21,0;57
1644176521;21,0;57
1644176583;21,0;57
1644176646;21,0;57
